providerManagedID,derivedFromProviderManagedID,IDOfContainingCollection,derivedFromIDOfContainingCollection,dcterms:identifier,doi,media_group_title,locationCreated,captureDevice,dc:creator,ms:scanningTechnician,fundingAttribution,specimen_id,associatedSpecimenReference,coreid,specimen_institution_code,specimen_collection_code,specimen_catalog_number,specimen_genus,specimen_external_genus,specimen_species,media_group_views,specimen_views,total_downloads,research_downloads,non_research_downloads,dl_intended_use_School,dl_intended_use_School_K_6,dl_intended_use_School_7_12,dl_intended_use_School_College_Post_Secondary,dl_intended_use_School_Graduate_school,dl_intended_use_Education,dl_intended_use_Education_K_6,dl_intended_use_Education_7_12,dl_intended_use_Education_College_Post_Secondary,dl_intended_use_Educaton_general,dl_intended_use_Education_museums_public_outreach,dl_intended_use_Personal_interest,dl_intended_use_Research,dl_intended_use_Commercial,dl_intended_use_Art,dl_intended_use_other,dl_intended_use_3d_print,total_download_users,u_affiliation_Student,u_affiliation_Student:_K-6,u_affiliation_Student:7-12,u_affiliation_Student:_College/Post-Secondary,u_affiliation_Student:_Graduate,u_affiliation_Faculty,u_affiliation_Faculty:_K-6,u_affiliation_Faculty:7-12,u_affiliation_Faculty_College/Post-Secondary,u_affiliation_Staff:_College/Post-Secondary,u_affiliation_General_Educator,u_affiliation_Museum,u_affiliation_Museum_Curator,u_affiliation_Museum_Staff,u_affiliation_Librarian,u_affiliation_IT,u_affiliation_Private_Individual,u_affiliation_Researcher,u_affiliation_Private_Industry,u_affiliation_Artist,u_affiliation_Government,u_affiliation_other
33064,,17537,, ark:/87602/m4/M33064,,Skull STL,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8006,28469f52-e30a-46b5-98d0-f7f354fd754f,urn:catalog:cas:herp:156289,cas,herp,156289,Hadromophryne,Hadromophryne,natalensis,14,16,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
33065,,17537,, ark:/87602/m4/M33065,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8006,28469f52-e30a-46b5-98d0-f7f354fd754f,urn:catalog:cas:herp:156289,cas,herp,156289,Hadromophryne,Hadromophryne,natalensis,14,16,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34311,,18102,, ark:/87602/m4/M34311,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8390,c3710724-1a52-44d7-8999-e26bf0dfe6eb,57c104f7-5bce-4700-a657-a71ff9e99a61,uf,herp,2109,Lithobates,Lithobates,grylio,34,63,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34312,,18106,, ark:/87602/m4/M34312,,,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8394,14205d1e-3e4c-44df-9b4b-97719c3984a7,6a854959-b09c-46c3-a3f5-23a21a55c4fa,uf,herp,159097,Rana,Rana,capito,8,11,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34352,,18120,, ark:/87602/m4/M34352,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Trevor  McCabe <trevoramccabe@ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714, 1701870",8397,bc066bc2-c194-4bcf-b220-27f50dc6d389,urn:catalog:cas:herp:254082,cas,herp,254082,Trichobatrachus,Trichobatrachus,robustus,10,17,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34353,,18121,, ark:/87602/m4/M34353,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Trevor  McCabe <trevoramccabe@ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714, 1701870",6054,96e8e461-b937-4328-aa59-bcaf149a6575,urn:catalog:cas:herp:196558,cas,herp,196558,Schismaderma,Schismaderma,carens,8,93,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34354,,18122,, ark:/87602/m4/M34354,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Trevor  McCabe <trevoramccabe@ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714, 1701870",8398,f2b3062f-627a-4b8f-aada-9cf585636e94,urn:catalog:cas:herp:162679,cas,herp,162679,Wolterstorffina,Wolterstorffina,parvipalmata,7,13,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34355,,18123,, ark:/87602/m4/M34355,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Trevor  McCabe <trevoramccabe@ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714, 1701870",8399,9e502910-456e-45e8-a253-731936ec81f8,urn:catalog:cas:sua:5171,cas,sua,5171,Heleophryne,Heleophryne,purcelli,11,15,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34357,,18124,, ark:/87602/m4/M34357,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Trevor  McCabe <trevoramccabe@ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",4243,9211dcbe-87a2-4278-abfa-f1de62c9b103,7BCD89E4-2A5E-438A-8519-6653EE9DF64D,UF,H,98441,Triprion,Triprion,petasatus,6,293,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34358,,18125,, ark:/87602/m4/M34358,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Trevor  McCabe <trevoramccabe@ufl.edu>,,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8401,99d00041-a7af-4cc5-8524-2b394d627014,urn:catalog:cm:herps:45975,CM,herps,45975,Hylodes,Hylodes,asper,12,16,2,2,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,0,,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,
34362,,18107,, ark:/87602/m4/M34362,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8395,44f53643-a281-466f-87cf-1762bf86cc60,d2a49dca-4529-419e-87f2-f85837ed0bcf,uf,herp,64234,Pipa,Pipa,parva,13,28,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34533,,18211,, ark:/87602/m4/M34533,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8417,0cd58bd0-910c-4f78-be5d-657f9f1f9e9d,16db294a-e111-4d8e-89c5-a7191ce3a0b7,uf,herp,68372,Chaperina,Chaperina,fusca,43,64,2,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Interspectral,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
34537,,18212,, ark:/87602/m4/M34537,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8418,4f482249-e13e-42a1-82cd-9ac5f67b32fb,88ff22d8-00f5-4be6-863e-72828e3017b0,uf,herp,53657,Hypopachus,,variolosus,50,69,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34541,,18214,, ark:/87602/m4/M34541,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8419,65b730b4-54e4-4881-8912-066170c879f3,712ea4a7-7536-485f-92b6-ce4a1a6bf726,uf,herp,76683,Uperodon,Uperodon,systoma,48,70,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34562,,18229,, ark:/87602/m4/M34562,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8426,4b6293e3-afce-499a-9f24-1b2632cd9ecb,3adb3da3-bcae-48c6-8754-9afdc8aee902,uf,herp,27887,Callixalus,Callixalus,pictus,8,11,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34587,,18231,, ark:/87602/m4/M34587,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8427,980a6b72-f9fc-4609-90a7-45efb08e654f,840f2ab1-5db2-40f9-8347-b2e4e87a1bff,uf,herp,27884,Chrysobatrachus,Chrysobatrachus,cupreonitens,8,16,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34597,,18244,, ark:/87602/m4/M34597,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8428,ea465014-9f9a-456a-9ffd-e41373418945,030095b4-8577-4464-b044-a63818e1f35a,uf,herp,28288,Kassina,Kassina,senegalensis,13,23,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34598,,18245,, ark:/87602/m4/M34598,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Ed Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8429,4d09a4eb-d40a-4637-8e9c-bcca1a7c84ed,1dd332eb-b84e-4f9d-90ff-49a463ab46e7,uf,herp,103920,Leptodactylus,Leptodactylus,validus,12,15,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34831,,18369,, ark:/87602/m4/M34831,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Trevor  McCabe <trevoramccabe@ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",3901,33e845b5-06d7-4a45-bf07-f8cba8accf57,6251EDB3-F8DD-431B-85BE-DF73CDCBF951,UF,H,63656,Osteopilus,Osteopilus,septentrionalis,121,295,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
34839,,18373,, ark:/87602/m4/M34839,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Trevor  McCabe <trevoramccabe@ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8519,34c86271-2d99-424c-94fd-7cc93e419fa0,0ba4e794-e0a3-4b77-bbd1-856074e9bbe9,uf,herp,38612,Afrixalus,Afrixalus,orophilus,8,15,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35356,,18658,, ark:/87602/m4/M35356,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8672,03cd8f99-c9ce-4a78-b13f-bf7034c6495b,urn:catalog:cm:herps:63864,cm,herps,63864,Alsodes,Alsodes,nodosus,9,15,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35357,,18659,, ark:/87602/m4/M35357,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8673,c3695fd5-d52c-4f57-bf79-6ffa7707ada5,urn:catalog:cm:herps:57175,cm,herps,57175,Eupsophus,Eupsophus,roseus,7,13,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35358,,18660,, ark:/87602/m4/M35358,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8674,9cee1ccb-5609-47f8-af78-33bac3cc6f77,urn:catalog:cm:herps:55388,cm,herps,55388,Limnomedusa,Limnomedusa,macroglossa,10,14,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,
35378,,18675,, ark:/87602/m4/M35378,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714, 1701932",8686,9b7e59d0-d885-439f-a5e7-b5c93aa99730,bd5b8586-b069-11e3-8cfe-90b11c41863e,ku,kuh,183734,Discoglossus,Discoglossus,sardus,10,20,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35381,,18678,, ark:/87602/m4/M35381,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714, 1701932",8688,b2567da5-d9b5-4d70-bd6b-a32d4699b5b3,bc861589-b069-11e3-8cfe-90b11c41863e,KU,H,166157,Anomaloglossus,Anomaloglossus,wothuja,11,11,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35399,,18121,, ark:/87602/m4/M35399,,STL of skeleton,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714, 1701870",6054,96e8e461-b937-4328-aa59-bcaf149a6575,urn:catalog:cas:herp:196558,cas,herp,196558,Schismaderma,Schismaderma,carens,8,93,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35400,,18690,, ark:/87602/m4/M35400,,Tiff-stack,Florida Museum of Natural History Herpetology,YXLON FF35 CT,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714, 1701932",8518,44fabd2e-d968-4dbd-b955-bcce6eb94992,c3c46969-b069-11e3-8cfe-90b11c41863e,KU,H,309521,Alcalus,Alcalus,mariae,8,20,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35411,,18705,, ark:/87602/m4/M35411,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8692,57f46ec3-42b9-4125-ac04-01fb6bd24412,http://n2t.net/ark:/65665/326e96e93-34e0-4558-bdc4-83e486f7c666,USNM,H,137777,Rheobates,Rheobates,palmatus,43,24,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,
35416,,18708,, ark:/87602/m4/M35416,,Tiff-stack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714, 1701932",8695,5d17e4aa-88f9-4d78-bdc2-4b86f7da6b1b,ba6d2000-b069-11e3-8cfe-90b11c41863e,ku,kuh,132932,Aromobates,Aromobates,mayorgai,18,18,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
35807,,18930,, ark:/87602/m4/M35807,,STL of body,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8807,6b473334-f326-414d-ace3-0cac830b198f,7e0eef3c-dc86-4ec4-844d-56022d1875b6,uf,herp,112989,Bronchocela,Bronchocela,cristatella,86,85,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,,0,,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,
35808,,18930,, ark:/87602/m4/M35808,,Zstack,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8807,6b473334-f326-414d-ace3-0cac830b198f,7e0eef3c-dc86-4ec4-844d-56022d1875b6,uf,herp,112989,Bronchocela,Bronchocela,cristatella,86,85,3,3,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
35822,,18943,, ark:/87602/m4/M35822,,STL of skeleton,Florida Museum of Natural History Herpetology,Phoenix VTome|x M,Edward Stanley <elstanley@flmnh.ufl.edu>,Edward Stanley,"oVert Thematic Collections Network (TCN), NSF DBI-1701714",8827,f73f6928-2e24-4b00-8eed-7688031dcb4e,d26db676-0d3f-4154-8370-89c420cf9cef,uf,herp,117384,Bronchocela,Bronchocela,cristatella,47,103,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
